system:index,id,.geo
1_1_LT05_022039_20111111,1_1_LT05_022039_20111111,
1_1_LT05_022040_19960203,1_1_LT05_022040_19960203,
1_2_LE07_022039_19990713,1_2_LE07_022039_19990713,
1_2_LE07_022039_19990729,1_2_LE07_022039_19990729,
1_2_LE07_022039_19990814,1_2_LE07_022039_19990814,
1_2_LE07_022039_19990830,1_2_LE07_022039_19990830,
1_2_LE07_022039_19990915,1_2_LE07_022039_19990915,
1_2_LE07_022039_19991001,1_2_LE07_022039_19991001,
1_2_LE07_022039_19991017,1_2_LE07_022039_19991017,
1_2_LE07_022039_19991102,1_2_LE07_022039_19991102,
1_2_LE07_022039_19991118,1_2_LE07_022039_19991118,
1_2_LE07_022039_19991204,1_2_LE07_022039_19991204,
1_2_LE07_022039_19991220,1_2_LE07_022039_19991220,
1_2_LE07_022039_20000105,1_2_LE07_022039_20000105,
1_2_LE07_022039_20000121,1_2_LE07_022039_20000121,
1_2_LE07_022039_20000206,1_2_LE07_022039_20000206,
1_2_LE07_022039_20000222,1_2_LE07_022039_20000222,
1_2_LE07_022039_20000325,1_2_LE07_022039_20000325,
1_2_LE07_022039_20000410,1_2_LE07_022039_20000410,
1_2_LE07_022039_20000426,1_2_LE07_022039_20000426,
1_2_LE07_022039_20000512,1_2_LE07_022039_20000512,
1_2_LE07_022039_20000528,1_2_LE07_022039_20000528,
1_2_LE07_022039_20000613,1_2_LE07_022039_20000613,
1_2_LE07_022039_20000629,1_2_LE07_022039_20000629,
